Id,Activity
1203,sitting
1206,sitting
1212,sitting
1217,sitting
1219,sitting
1220,sitting
1221,sitting
1223,sitting
1232,sitting
1236,sitting
1239,sitting
1240,sitting
1243,sitting
1246,sitting
1247,sitting
1248,sitting
1250,sitting
1252,sitting
1256,sitting
1260,sitting
1262,sitting
1263,sitting
1265,sitting
1272,sitting
1274,sitting
1276,sitting
1283,sitting
1287,sitting
1290,sitting
1291,sitting
1292,sitting
1293,sitting
1295,sitting
1296,sitting
1298,sitting
1310,sitting
1315,sitting
1316,sitting
1317,sitting
1319,sitting
1323,sitting
1331,sitting
1333,sitting
1334,sitting
1336,sitting
1337,sitting
1345,sitting
1351,sitting
1353,sitting
1356,sitting
1363,sitting
1369,sitting
1370,sitting
1371,sitting
1372,sitting
1374,sitting
1375,sitting
1377,sitting
1380,sitting
1381,sitting
1383,sitting
1397,sitting
1399,sitting
1401,sitting
1403,sitting
1407,sitting
1408,sitting
1411,sitting
1414,sitting
1418,sitting
1426,sitting
1431,sitting
1432,sitting
1433,sitting
1436,sitting
1447,sitting
1448,sitting
1450,sitting
1453,sitting
1454,sitting
1458,sitting
1463,sitting
1477,sitting
1479,sitting
1483,sitting
1485,sitting
1487,sitting
1489,sitting
1493,sitting
1494,sitting
1497,sitting
1501,sitting
1502,sitting
1504,sitting
1506,sitting
1510,sitting
1512,sitting
1518,sitting
1519,sitting
1530,sitting
1532,sitting
1540,sitting
1541,sitting
1546,sitting
1547,sitting
1548,sitting
1552,sitting
1559,sitting
1562,sitting
1563,sitting
1564,sitting
1568,sitting
1570,sitting
1571,sitting
1573,sitting
1575,sitting
1581,sitting
1584,sitting
1587,sitting
1591,sitting
1592,sitting
1593,sitting
1595,sitting
1596,sitting
1599,sitting
1606,sitting
1609,sitting
1611,sitting
1614,sitting
1619,sitting
1620,sitting
1621,sitting
1624,sitting
1625,sitting
1627,sitting
1628,sitting
1630,sitting
1631,sitting
1632,sitting
1635,sitting
1636,sitting
1641,sitting
1642,sitting
1646,sitting
1647,sitting
1650,sitting
1651,sitting
1652,sitting
1657,sitting
1665,sitting
1667,sitting
1669,sitting
1672,sitting
1678,sitting
1679,sitting
1681,sitting
1682,sitting
1684,sitting
1690,sitting
1703,sitting
1704,sitting
1705,sitting
1706,sitting
1713,sitting
1714,sitting
1716,sitting
1720,sitting
1725,sitting
1726,sitting
1729,sitting
1730,sitting
1734,sitting
1741,sitting
1742,sitting
1744,sitting
1746,sitting
1747,sitting
1750,sitting
1751,sitting
1753,sitting
1759,sitting
1760,sitting
1764,sitting
1767,sitting
1771,sitting
1773,sitting
1775,sitting
1785,sitting
1787,sitting
1788,sitting
1789,sitting
1791,sitting
1794,sitting
1795,sitting
1801,sitting
1804,sitting
1807,sitting
1809,sitting
1811,sitting
1812,sitting
1820,sitting
1825,sitting
1832,sitting
1834,sitting
1836,sitting
1837,sitting
1844,sitting
1848,sitting
1851,sitting
1853,sitting
1855,sitting
1863,sitting
1864,sitting
1867,sitting
1871,sitting
1874,sitting
1875,sitting
1882,sitting
1883,sitting
1885,sitting
1889,sitting
1891,sitting
1895,sitting
1898,sitting
1900,sitting
1906,sitting
1910,sitting
1911,sitting
1916,sitting
1922,sitting
1924,sitting
1926,sitting
1927,sitting
1931,sitting
1933,sitting
1935,sitting
1937,sitting
1943,sitting
1945,sitting
1948,sitting
1950,sitting
1951,sitting
1953,sitting
1954,sitting
1960,sitting
1961,sitting
1970,sitting
1971,sitting
1973,sitting
1975,sitting
1977,sitting
1978,sitting
1979,sitting
1983,sitting
1985,sitting
1986,sitting
1987,sitting
1988,sitting
1990,sitting
1992,sitting
1998,sitting
1999,sitting
2002,sitting
2006,sitting
2009,sitting
2010,sitting
2017,sitting
2025,sitting
2030,sitting
2033,sitting
2040,sitting
2043,sitting
2045,sitting
2047,sitting
2048,sitting
2053,sitting
2057,sitting
2058,sitting
2059,sitting
2072,sitting
2073,sitting
2074,sitting
2078,sitting
2082,sitting
2083,sitting
2085,sitting
2088,sitting
2091,sitting
2092,sitting
2094,sitting
2096,sitting
2098,sitting
2101,sitting
2104,sitting
2105,sitting
2111,sitting
2113,sitting
2115,sitting
2117,sitting
2118,sitting
2119,sitting
2121,sitting
2122,sitting
2129,sitting
2130,sitting
2131,sitting
2134,sitting
2135,sitting
2144,sitting
2147,sitting
2151,sitting
2153,sitting
2155,sitting
2160,sitting
2164,sitting
2165,sitting
2166,sitting
2168,sitting
2170,sitting
2178,sitting
2182,sitting
2183,sitting
2187,sitting
2188,sitting
2192,sitting
2193,sitting
2195,sitting
2201,sitting
2202,sitting
2203,sitting
2204,sitting
2208,sitting
2210,sitting
2212,sitting
2213,sitting
2215,sitting
2216,sitting
2218,sitting
2219,sitting
2222,sitting
2228,sitting
2233,sitting
2236,sitting
2238,sitting
2240,sitting
2244,sitting
2247,sitting
2250,sitting
2251,sitting
2253,sitting
2260,sitting
2263,sitting
2265,sitting
2266,sitting
2267,sitting
2268,sitting
2271,sitting
2276,sitting
2279,sitting
2284,sitting
2289,sitting
2298,sitting
2299,sitting
2304,sitting
2306,sitting
2307,sitting
2315,sitting
2316,sitting
2318,sitting
2323,sitting
2329,sitting
2332,sitting
2334,sitting
2341,sitting
2342,sitting
2343,sitting
2344,sitting
2345,sitting
2349,sitting
2357,sitting
2367,sitting
2369,sitting
2371,sitting
2377,sitting
2378,sitting
2383,sitting
2385,sitting
2387,sitting
2389,sitting
2395,sitting
2396,sitting
2397,sitting
2398,sitting
2399,sitting
2401,sitting
2402,sitting
2411,sitting
2415,sitting
2416,sitting
2417,sitting
2421,sitting
2423,sitting
2432,sitting
2434,sitting
2435,sitting
2437,sitting
2440,sitting
2444,sitting
2448,sitting
2453,sitting
2454,sitting
2457,sitting
2463,sitting
2464,sitting
2469,sitting
2471,sitting
2472,sitting
2473,sitting
2474,sitting
2477,sitting
2478,sitting
2479,sitting
2482,sitting
2484,sitting
2485,sitting
2486,sitting
2488,sitting
2490,sitting
2491,sitting
2493,sitting
2494,sitting
2499,sitting
2500,sitting
2502,sitting
2504,sitting
2506,sitting
2507,sitting
2508,sitting
2509,sitting
2511,sitting
2512,sitting
2518,sitting
2521,sitting
2531,sitting
2532,sitting
2535,sitting
2537,sitting
2538,sitting
2540,sitting
2542,sitting
2543,sitting
2545,sitting
2547,sitting
2552,sitting
2554,sitting
2555,sitting
2558,sitting
2559,sitting
2560,sitting
2573,sitting
2579,sitting
2580,sitting
2585,sitting
2586,sitting
2587,sitting
2589,sitting
2590,sitting
2591,sitting
2604,sitting
2606,sitting
2607,sitting
2610,sitting
2611,sitting
2615,sitting
2618,sitting
2621,sitting
2624,sitting
2627,sitting
2629,sitting
2635,sitting
2637,sitting
2638,sitting
2641,sitting
2643,sitting
2644,sitting
2645,sitting
2646,sitting
2648,sitting
2649,sitting
2650,sitting
2657,sitting
2658,sitting
2663,sitting
2667,sitting
2669,sitting
2672,sitting
2674,sitting
2680,sitting
2681,sitting
2683,sitting
2686,sitting
2687,sitting
2689,sitting
2690,sitting
2692,sitting
2695,sitting
2696,sitting
2698,sitting
2700,sitting
2704,sitting
2715,sitting
2717,sitting
2718,sitting
2720,sitting
2722,sitting
2725,sitting
2727,sitting
2733,sitting
2734,sitting
2736,sitting
2737,sitting
2744,sitting
2754,sitting
2755,sitting
2758,sitting
2765,sitting
2766,sitting
2770,sitting
2776,sitting
2778,sitting
2779,sitting
2782,sitting
2785,sitting
2790,sitting
2793,sitting
2795,sitting
2800,sitting
2802,sitting
2807,sitting
2808,sitting
2813,sitting
2819,sitting
2821,sitting
2823,sitting
2824,sitting
2831,sitting
2832,sitting
2834,sitting
2836,sitting
2837,sitting
2839,sitting
2840,sitting
2845,sitting
2850,sitting
2852,sitting
2853,sitting
2855,sitting
2859,sitting
2860,sitting
2861,sitting
2863,sitting
2864,sitting
2865,sitting
2870,sitting
2872,sitting
2874,sitting
2877,sitting
2878,sitting
2879,sitting
2881,sitting
2885,sitting
2890,sitting
2892,sitting
2893,sitting
2896,sitting
2897,sitting
2898,sitting
2900,sitting
2901,sitting
2902,sitting
2907,sitting
2911,sitting
2912,sitting
2915,sitting
2916,sitting
2917,sitting
2921,sitting
2922,sitting
2924,sitting
2933,sitting
2939,sitting
2941,sitting
2945,sitting
2949,sitting
2950,sitting
2953,sitting
2954,sitting
2956,sitting
2957,sitting
2958,sitting
2964,sitting
2965,sitting
2968,sitting
2970,sitting
2976,sitting
2977,sitting
2978,sitting
2982,sitting
2986,sitting
2987,sitting
2989,sitting
2991,sitting
2994,sitting
2995,sitting
2998,sitting
2999,sitting
3002,sitting
3006,sitting
3015,sitting
3016,sitting
3018,sitting
3019,sitting
3021,sitting
3022,sitting
3024,sitting
3026,sitting
3027,sitting
3032,sitting
3033,sitting
3034,sitting
3035,sitting
3037,sitting
3040,sitting
3044,sitting
3045,sitting
3047,sitting
3049,sitting
3056,sitting
3064,sitting
3067,sitting
3069,sitting
3070,sitting
3071,sitting
3078,sitting
3087,sitting
3089,sitting
3094,sitting
3096,sitting
3099,sitting
3103,sitting
3105,sitting
3106,sitting
3109,sitting
3110,sitting
3115,sitting
3120,sitting
3123,sitting
3124,sitting
3125,sitting
3128,sitting
3129,sitting
3130,sitting
3131,sitting
3135,sitting
3141,sitting
3152,sitting
3159,sitting
3162,sitting
3167,sitting
3170,sitting
3173,sitting
3177,sitting
3179,sitting
3182,sitting
3187,sitting
3193,sitting
3194,sitting
3196,sitting
3198,sitting
3201,sitting
3202,sitting
3203,sitting
3206,sitting
3213,sitting
3215,sitting
3222,sitting
3226,sitting
3227,sitting
3228,sitting
3230,sitting
3234,sitting
3238,sitting
3243,sitting
3245,sitting
3247,sitting
3253,sitting
3255,sitting
3258,sitting
3259,sitting
3265,sitting
3268,sitting
3270,sitting
3272,sitting
3273,sitting
3274,sitting
3275,sitting
3278,sitting
3286,sitting
3288,sitting
3290,sitting
3296,sitting
3298,sitting
3300,sitting
3302,sitting
3304,sitting
3307,sitting
3308,sitting
3309,sitting
3310,sitting
3312,sitting
3316,sitting
3317,sitting
3320,sitting
3321,sitting
3325,sitting
3329,sitting
3330,sitting
3331,sitting
3332,sitting
3335,sitting
3337,sitting
3341,sitting
3347,sitting
3350,sitting
3351,sitting
3355,sitting
3356,sitting
3360,sitting
3364,sitting
3365,sitting
3368,sitting
3370,sitting
3376,sitting
3378,sitting
3380,sitting
3381,sitting
3382,sitting
3387,sitting
3388,sitting
3390,sitting
3391,sitting
3393,sitting
3394,sitting
3396,sitting
3400,sitting
3403,sitting
3404,sitting
3407,sitting
3410,sitting
3418,sitting
3419,sitting
3422,sitting
3435,sitting
3436,sitting
3438,sitting
3440,sitting
3443,sitting
3447,sitting
3449,sitting
3453,sitting
3456,sitting
3460,sitting
3462,sitting
3465,sitting
3468,sitting
3472,sitting
3474,sitting
3478,sitting
3479,sitting
3484,sitting
3486,sitting
3492,sitting
3495,sitting
3496,sitting
3497,sitting
3499,sitting
3504,sitting
3508,sitting
3509,sitting
3511,sitting
3516,sitting
3517,sitting
3526,sitting
3527,sitting
3531,sitting
3533,sitting
3540,sitting
3543,sitting
3548,sitting
3552,sitting
3557,sitting
3559,sitting
3560,sitting
3565,sitting
3566,sitting
3568,sitting
3569,sitting
3570,sitting
3572,sitting
3573,sitting
3575,sitting
3576,sitting
3578,sitting
3579,sitting
3581,sitting
3582,sitting
3584,sitting
3587,sitting
3590,sitting
3593,sitting
3594,sitting
3600,sitting
3606,sitting
3607,sitting
3610,sitting
3613,sitting
3614,sitting
3616,sitting
3620,sitting
3621,sitting
3628,sitting
3632,sitting
3634,sitting
3635,sitting
3647,sitting
3649,sitting
3657,sitting
3660,sitting
3661,sitting
3665,sitting
3667,sitting
3668,sitting
3677,sitting
3678,sitting
3680,sitting
3682,sitting
3690,sitting
3693,sitting
3698,sitting
3703,sitting
3704,sitting
3705,sitting
3706,sitting
3707,sitting
3709,sitting
3713,sitting
3714,sitting
3728,sitting
3729,sitting
3730,sitting
3732,sitting
3733,sitting
3737,sitting
3738,sitting
3739,sitting
3745,sitting
3746,sitting
3748,sitting
3750,sitting
3752,sitting
3753,sitting
3756,sitting
3762,sitting
3763,sitting
3765,sitting
3766,sitting
3770,sitting
3772,sitting
3777,sitting
3782,sitting
3784,sitting
3787,sitting
3791,sitting
3792,sitting
3793,sitting
3796,sitting
3797,sitting
3803,sitting
3805,sitting
3809,sitting
3814,sitting
3820,sitting
3821,sitting
3822,sitting
3826,sitting
3827,sitting
3829,sitting
3835,sitting
3840,sitting
3842,sitting
3843,sitting
3851,sitting
3853,sitting
3855,sitting
3856,sitting
3857,sitting
3859,sitting
3863,sitting
3866,sitting
3871,sitting
3872,sitting
3873,sitting
3874,sitting
3875,sitting
3879,sitting
3880,sitting
3881,sitting
3885,sitting
3887,sitting
3888,sitting
3889,sitting
3890,sitting
3893,sitting
3896,sitting
3897,sitting
3899,sitting
3900,sitting
3907,sitting
3909,sitting
3915,sitting
3919,sitting
3920,sitting
3922,sitting
3923,sitting
3927,sitting
3932,sitting
3934,sitting
3937,sitting
3938,sitting
3941,sitting
3942,sitting
3943,sitting
3945,sitting
3949,sitting
3950,sitting
3952,sitting
3953,sitting
3959,sitting
3962,sitting
3964,sitting
3966,sitting
3971,sitting
3972,sitting
3973,sitting
3981,sitting
3983,sitting
3990,sitting
3993,sitting
3994,sitting
3995,sitting
3996,sitting
3997,sitting
4001,sitting
4003,sitting
4005,sitting
4011,sitting
4013,sitting
4014,sitting
4017,sitting
4019,sitting
4021,sitting
4023,sitting
4028,sitting
4029,sitting
4038,sitting
4042,sitting
4045,sitting
4047,sitting
4052,sitting
4053,sitting
4054,sitting
4055,sitting
4061,sitting
4068,sitting
4070,sitting
4071,sitting
4073,sitting
4076,sitting
4082,sitting
4090,sitting
4095,sitting
4096,sitting
4098,sitting
4099,sitting
4100,sitting
4102,sitting
4109,sitting
4111,sitting
4112,sitting
4115,sitting
4117,sitting
4122,sitting
4125,sitting
4126,sitting
4133,sitting
4134,sitting
4135,sitting
4138,sitting
4140,sitting
4143,sitting
4144,sitting
4146,sitting
4149,sitting
4150,sitting
4153,sitting
4155,sitting
4156,sitting
4157,sitting
4158,sitting
4159,sitting
4161,sitting
4163,sitting
4164,sitting
4172,sitting
4175,sitting
4178,sitting
4181,sitting
4186,sitting
4187,sitting
4191,sitting
4195,sitting
4204,sitting
4205,sitting
4206,sitting
4207,sitting
4208,sitting
4211,sitting
4214,sitting
4216,sittingdown
4224,sitting
4225,sitting
4228,sitting
4236,sitting
4242,sitting
4250,sitting
4252,sitting
4254,sitting
4256,sitting
4261,sitting
4263,sitting
4268,sitting
4270,sitting
4272,sitting
4274,sitting
4278,sitting
4280,sitting
4282,sitting
4285,sitting
4289,sitting
4293,sitting
4294,sitting
4301,sitting
4302,sitting
4303,sitting
4305,sitting
4307,sitting
4308,sitting
4319,sitting
4322,sitting
4323,sitting
4326,sitting
4327,sitting
4328,sitting
4331,sitting
4337,sitting
4338,sitting
4340,sitting
4343,sitting
4344,sitting
4350,sitting
4352,sitting
4353,sitting
4357,sitting
4360,sitting
4361,sitting
4365,sitting
4366,sitting
4370,sitting
4377,sitting
4378,sitting
4383,sitting
4384,sitting
4386,sitting
4387,sitting
4389,sitting
4392,sitting
4395,sitting
4396,sitting
4398,sitting
4406,sitting
4408,sitting
4413,sitting
4415,sitting
4418,sitting
4420,sitting
4421,sitting
4423,sitting
4425,sitting
4437,sitting
4438,sitting
4441,sitting
4446,sitting
4447,sitting
4449,sitting
4450,sitting
4456,sitting
4458,sitting
4464,sitting
4465,sitting
4471,sitting
4475,sitting
4476,sitting
4479,sitting
4487,sitting
4491,sitting
4493,sitting
4494,sitting
4499,sitting
4500,sitting
4501,sitting
4513,sitting
4514,sitting
4515,sitting
4518,sitting
4519,sitting
4520,sitting
4523,sitting
4525,sitting
4528,sitting
4529,sitting
4533,sitting
4536,sitting
4538,sitting
4541,sitting
4552,sitting
4553,sitting
4557,sitting
4558,sitting
4560,sitting
4561,sitting
4562,sitting
4570,sitting
4573,sitting
4575,sitting
4577,sitting
4579,sitting
4580,sitting
4583,sitting
4592,sitting
4596,sitting
4602,sitting
4609,sitting
4614,sitting
4630,sitting
4632,sitting
4635,sitting
4638,sitting
4640,sitting
4642,sitting
4644,sitting
4649,sitting
4651,sitting
4656,sitting
4657,sitting
4660,sitting
4662,sitting
4663,sitting
4671,sitting
4673,sitting
4674,sitting
4678,sitting
4684,sitting
4686,sitting
4687,sitting
4688,sitting
4689,sitting
4693,sitting
4695,sitting
4697,sitting
4700,sitting
4702,sitting
4703,sitting
4704,sitting
4709,sitting
4713,sitting
4716,sitting
4719,sitting
4720,sitting
4727,sitting
4728,sitting
4731,sitting
4733,sitting
4741,sitting
4744,sitting
4751,sitting
4756,sitting
4758,sitting
4759,sitting
4763,sitting
4766,sitting
4770,sitting
4775,sitting
4776,sitting
4777,sitting
4778,sitting
4780,sitting
4783,sitting
4784,sitting
4786,sitting
4796,sitting
4802,sitting
4803,sitting
4805,sitting
4807,sitting
4808,sitting
4812,sitting
4815,sitting
4816,sitting
4817,sitting
4818,sitting
4820,sitting
4829,sitting
4837,sitting
4838,sitting
4839,sitting
4841,sitting
4844,sitting
4854,sitting
4856,sitting
4857,sitting
4858,sitting
4864,sitting
4869,sitting
4874,sitting
4877,sitting
4881,sitting
4886,sitting
4889,sitting
4890,sitting
4893,sitting
4895,sitting
4897,sitting
4902,sitting
4906,sitting
4912,sitting
4915,sitting
4917,sitting
4927,sitting
4928,sitting
4935,sitting
4939,sitting
4940,sitting
4942,sitting
4944,sitting
4945,sitting
4947,sitting
4949,sitting
4957,sitting
4962,sitting
4963,sitting
4964,sitting
4965,sitting
4972,sitting
4973,sitting
4976,sitting
4979,sitting
4982,sitting
4986,sitting
4987,sitting
4988,sitting
4999,sitting
5002,sitting
5003,sitting
5005,sitting
5010,sitting
5012,sitting
5014,sitting
5015,sitting
5016,sitting
5019,sitting
5028,sitting
5031,sitting
5032,sitting
5034,sitting
5036,sitting
5041,sitting
5046,sitting
5049,sitting
5052,sitting
5053,sitting
5054,sitting
5055,sitting
5063,sitting
5070,sitting
5071,sitting
5072,sitting
5077,sitting
5083,sitting
5087,sitting
5091,sitting
5093,sitting
5094,sitting
5097,sitting
5105,sitting
5109,sitting
5111,sitting
5114,sitting
5125,sitting
5130,sitting
5135,sitting
5137,sitting
5143,sitting
5144,sitting
5145,sitting
5146,sitting
5158,sitting
5160,sitting
5161,sitting
5169,sitting
5170,sitting
5172,sitting
5175,sitting
5176,sitting
5178,sitting
5179,sitting
5180,sitting
5181,sitting
5190,sitting
5191,sitting
5198,sitting
5199,sitting
5200,sitting
5202,sitting
5205,sitting
5206,sitting
5210,sitting
5212,sitting
5213,sitting
5214,sitting
5217,sitting
5220,sitting
5230,sitting
5232,sitting
5238,sitting
5239,sitting
5245,sitting
5249,sitting
5250,sitting
5251,sitting
5252,sitting
5256,sitting
5259,sitting
5261,sitting
5264,sitting
5268,sitting
5270,sitting
5272,sitting
5273,sitting
5276,sitting
5277,sitting
5287,sitting
5288,sitting
5296,sitting
5297,sitting
5300,sitting
5302,sitting
5305,sitting
5310,sitting
5311,sitting
5317,sitting
5318,sitting
5319,sitting
5320,sitting
5322,sitting
5323,sitting
5328,sitting
5335,sitting
5341,sitting
5342,sitting
5351,sitting
5352,sitting
5353,sitting
5357,sitting
5358,sitting
5359,sitting
5360,sitting
5362,sitting
5366,sitting
5376,sitting
5379,sitting
5382,sitting
5388,sitting
5389,sitting
5391,sitting
5394,sitting
5397,sitting
5398,sitting
5400,sitting
5401,sitting
5402,sitting
5403,sitting
5406,sitting
5407,sitting
5409,sitting
5411,sitting
5415,sitting
5416,sitting
5418,sitting
5421,sitting
5423,sitting
5427,sitting
5429,sitting
5430,sitting
5431,sitting
5434,sitting
5438,sitting
5441,sitting
5444,sitting
5449,sitting
5450,sitting
5452,sitting
5458,sitting
5459,sitting
5462,sitting
5469,sitting
5471,sitting
5474,sitting
5478,sitting
5479,sitting
5484,sitting
5490,sitting
5498,sitting
5499,sitting
5500,sitting
5503,sitting
5504,sitting
5505,sitting
5513,sitting
5523,sitting
5524,sitting
5525,sitting
5526,sitting
5538,sitting
5539,sitting
5540,sitting
5541,sitting
5544,sitting
5546,sitting
5548,sitting
5550,sitting
5551,sitting
5553,sitting
5555,sitting
5559,sitting
5560,sitting
5567,sitting
5568,sitting
5572,sitting
5576,sitting
5578,sitting
5585,sitting
5591,sitting
5594,sitting
5599,sitting
5600,sitting
5604,sitting
5605,sitting
5606,sitting
5609,sitting
5613,sitting
5614,sitting
5619,sitting
5630,sitting
5632,sitting
5636,sitting
5637,sitting
5641,sitting
5651,sitting
5662,sitting
5664,sitting
5666,sitting
5676,sitting
5678,sitting
5680,sitting
5683,sitting
5688,sitting
5689,sitting
5690,sitting
5691,sitting
5696,sitting
5698,sitting
5700,sitting
5705,sitting
5709,sitting
5712,sitting
5713,sitting
5714,sitting
5726,sitting
5727,sitting
5729,sitting
5731,sitting
5733,sitting
5734,sitting
5744,sitting
5747,sitting
5750,sitting
5752,sitting
5755,sitting
5756,sitting
5757,sitting
5760,sitting
5761,sitting
5763,sitting
5764,sitting
5772,sitting
5775,sitting
5778,sitting
5789,sitting
5792,sitting
5793,sitting
5794,sitting
5797,sitting
5798,sitting
5813,sitting
5814,sitting
5815,sitting
5819,sitting
5822,sitting
5824,sitting
5826,sitting
5829,sitting
5835,sitting
5839,sitting
5842,sitting
5843,sitting
5845,sitting
5846,sitting
5853,sitting
5856,sitting
5863,sitting
5868,sitting
5869,sitting
5876,sitting
5878,sitting
5891,sitting
5892,sitting
5895,sitting
5901,sitting
5905,sitting
5911,sitting
5912,sitting
5914,sitting
5915,sitting
5916,sitting
5917,sitting
5919,sitting
5920,sitting
5921,sitting
5925,sitting
5928,sitting
5931,sitting
5935,sitting
5938,sitting
5939,sitting
5942,sitting
5943,sitting
5944,sitting
5945,sitting
5948,sitting
5951,sitting
5952,sitting
5963,sitting
5965,sitting
5967,sitting
5969,sitting
5971,sitting
5974,sitting
5975,sitting
5978,sitting
5979,sitting
5981,sitting
5982,sitting
5986,sitting
5987,sitting
5993,sitting
5998,sitting
6002,sitting
6003,sitting
6007,sitting
6010,sitting
6011,sitting
6018,sitting
6019,sitting
6020,sitting
6021,sitting
6023,sitting
6025,sitting
6031,sitting
6032,sitting
6035,sitting
6048,sitting
6051,sitting
6052,sitting
6053,sitting
6056,sitting
6058,sitting
6059,sitting
6061,sitting
6065,sitting
6074,sitting
6075,sitting
6076,sitting
6078,sitting
6079,sitting
6080,sitting
6082,sitting
6084,sitting
6085,sitting
6091,sitting
6092,sitting
6095,sitting
6099,sitting
6103,sitting
6110,sitting
6112,sitting
6113,sitting
6114,sitting
6117,sitting
6118,sitting
6119,sitting
6120,sitting
6124,sitting
6126,sitting
6129,sitting
6131,sitting
6134,sitting
6139,sitting
6142,sitting
6143,sitting
6146,sitting
6148,sitting
6151,sitting
6152,sitting
6156,sitting
6157,sitting
6158,sitting
6159,sitting
6163,sitting
6164,sitting
